receipt_number,transaction_type,client_name,vendor_name,vendor_email,amount,date,is_exception,is_paper
R677771,Card,Mr. Jonathan Brown,Nelson-Wood,ajones@thomas.com,985.06,10-09-2024,False,False
R570585,Card,Courtney Grant,Cole PLC,wjohnson@williams.com,341.33,07-01-2024,False,False
R925656,Card,Terri Eaton,Olson-Roman,eddie91@williams.org,729.24,18-01-2024,False,False
R554137,Card,Marisa Nguyen,"Harris, Ray and Camacho",tpitts@rogers.com,549.02,16-08-2024,False,True
R774913,Card,Christopher Lyons,"Rivera, Clark and Harrison",fieldswilliam@beltran-kelly.net,643.97,29-05-2024,False,False
R855520,Card,Michael Wolf,"Oconnor, Burnett and Castro",njohnson@hill.com,459.36,30-04-2024,True,False
R453918,Card,Douglas Garcia,"Burns, Holmes and Lopez",hopkinskimberly@walter-carlson.com,64.81,28-05-2024,False,False
R183456,Card,Gabriela Henderson,Harris Inc,rodriguezstephanie@fisher.org,224.07,10-08-2024,False,True
R310569,Card,Joan Ortiz,"Morton, Hale and Mitchell",rachel60@petersen.biz,865.75,20-07-2024,False,False
R2602,Card,Michael Rodriguez,Klein-Gray,cindy43@grant-gutierrez.com,900.15,22-09-2024,False,False
R752858,Card,Brenda Stewart,Travis-Gibson,tiffany78@richards.org,509.95,02-05-2024,False,False
R746293,Card,Lindsay Davis,Middleton-Mcintosh,owilson@martinez-henson.com,18.89,15-04-2024,False,False
R386025,Card,Lauren Johnson,"Mcintyre, Anderson and Stanley",mirandakirsten@roberts-anderson.com,461.65,26-03-2024,False,False
R534773,Card,Tyler Randall,"Olson, Brown and Smith",jamesmiller@gibson.net,496.51,16-08-2024,False,False
R925999,Card,Eric Willis,Love-Friedman,qtate@crawford-cabrera.com,758.78,25-03-2024,False,False
R287909,Card,Amanda Krueger,Phillips-Hall,mclaughlinbrenda@munoz-johnson.net,838.87,19-08-2024,False,False
R695060,Card,Michael White,"Richards, Caldwell and Browning",amanda21@watson.com,867.05,12-04-2024,True,False
R378697,Card,Chad Avila,Boyer-Hall,jessica92@gutierrez.com,928.47,27-03-2024,False,False
R399531,Card,Richard Moran,Hoover-Fisher,donald94@camacho.com,883.27,04-01-2024,False,False
R43970,Card,Danielle Murray,"Jones, Brock and Rivera",kjohnson@montes.com,537.28,01-06-2024,False,False
R576755,Card,John Mason,Hanson-Schultz,fryan@sullivan.com,556.65,03-10-2024,False,True
R67490,Card,Melissa Cobb,Rodriguez-Dalton,omoody@mitchell.com,378.26,10-02-2024,False,False
R414860,Card,Victor Flores,Jones-Maldonado,loricamacho@rodriguez-sanders.biz,62.34,27-05-2024,False,False
R679166,Card,Ryan Baldwin,Moore Group,angelawhite@jones-martinez.com,320.74,22-06-2024,False,True
R929449,Card,Alexandria Roberson,"Brown, Wyatt and Bishop",scooper@long.com,78.51,31-08-2024,False,False
R566712,Card,Jacqueline Wright DDS,"Delgado, Hodge and Foster",howardrodriguez@guzman.net,208.48,14-04-2024,False,False
R559275,Card,Mr. Sean Garza,"Daniels, Collins and Matthews",mitchellcarla@morris.com,627.31,24-01-2024,False,False
R896575,Card,Diane Arnold,Foley-Chapman,michaelshields@flores.biz,764.24,20-09-2024,False,False
R102068,Card,Mary Gomez,"Washington, Russell and Watson",oscar23@thomas-clark.org,400.96,27-02-2024,False,False
R747657,Card,Anthony Herrera,Fuller-Anthony,rchavez@rodriguez.biz,944.1,18-01-2024,False,False
R807632,Card,Dawn Malone,Hansen-Hernandez,christopher98@thomas-carroll.info,116.41,22-04-2024,False,True
R8888,Card,Christina Villarreal,"Rodriguez, Mendoza and Johnson",hunter89@rodriguez.com,767.11,27-01-2024,False,False
R532578,Card,Jeffrey Hunt,Lambert Inc,meredith55@blackburn-harris.com,523.92,12-08-2024,False,True
R628744,Card,Monica Barajas,Luna and Sons,amandamendez@taylor-tyler.biz,469.38,10-02-2024,False,True
R437003,Card,Leah Gutierrez,"Thompson, Williams and Parks",millercrystal@lucas.com,213.17,12-05-2024,False,False
R207624,Card,Grace Young,"Brewer, Brown and Bennett",amanda22@gonzalez.com,263.36,22-05-2024,False,False
R14302,Card,Cameron Weaver,Kennedy Inc,tara39@thomas.biz,260.39,12-08-2024,True,False
R52664,Card,Jerry Gonzalez,"Morales, Wright and Brown",kmcdonald@hill.com,556.39,12-08-2024,False,True
R175785,Card,Ashley Turner,Lopez and Sons,dustingarcia@lane.net,640.78,16-09-2024,False,True
R298161,Card,Michael Waters,Haney Ltd,leahshaw@chase.info,986.71,03-04-2024,True,False
R372363,Card,Stephanie Allen,Rodriguez Inc,jasonjohnson@ibarra.biz,837.68,31-03-2024,False,False
R309035,Card,John Scott,"Owens, Stewart and Sanders",michaelsanchez@lewis-ward.biz,695.3,29-03-2024,False,False
R434872,Card,Sonya Knight,Houston Ltd,elowe@johnson-carroll.org,708.07,21-02-2024,False,False
R466615,Card,Alexis Haas,Barber PLC,debrastewart@edwards.biz,741.43,19-09-2024,False,False
R592390,Card,Benjamin Acosta,"Lee, Dougherty and Perez",joseph13@gallagher.com,210.5,27-02-2024,False,False
R989145,Card,Carolyn Deleon,"Ryan, Hernandez and Garcia",pmiller@banks.com,759.69,13-01-2024,False,True
R75311,Card,Richard Kelly,Mckenzie-Thomas,bharvey@andrade.com,609.01,12-06-2024,False,False
R924694,Card,Jeffrey Sandoval,Ramsey Group,amy42@ortiz.net,473.13,17-07-2024,False,False
R341062,Card,Jacob Sloan,Gutierrez-Ramirez,devinpotter@jones-jenkins.info,454.8,02-04-2024,False,True
R899741,Card,Bailey Walker,"Smith, Bennett and Hernandez",yateswesley@lane.biz,349.07,06-02-2024,False,False
R481172,Card,Kimberly Lamb,Copeland and Sons,mcarter@miller.org,721.08,12-09-2024,False,False
R766450,Card,Karen Lopez,Henderson-Vasquez,cjimenez@miller.com,469.08,05-04-2024,False,True
R88748,Card,Jennifer Rodriguez,Edwards Group,ugould@parks.net,511.56,27-08-2024,False,False
R338846,Card,Peter Sims,"Vang, Bradford and Davis",jeffrey46@boyd.com,494.38,16-03-2024,False,True
R399876,Card,David Sullivan,Brown PLC,hblack@bradley.com,325.94,08-02-2024,False,False
R179621,Card,Jessica Bailey,Thornton-Knight,yorkangela@lowe.com,844.42,31-08-2024,False,False
R542448,Card,Tiffany Lynn,"Hodge, Rivas and Greer",rhunt@underwood-davis.info,829.68,27-05-2024,True,False
R729463,Card,Barbara Rivera,Montgomery and Sons,james60@burke.net,326.69,09-09-2024,True,False
R534260,Card,Rachel White,Arellano-Martin,uclark@stein.com,199.44,28-05-2024,False,False
R51306,Card,Monica Jimenez,Sandoval-Garza,fsantos@melendez.info,496.59,12-03-2024,False,False
R796055,Card,Taylor Harvey,Kirby Group,sherry31@howard-walker.com,467.63,22-04-2024,False,False
R201879,Card,Tabitha Johnson,Norman Inc,gstanley@wilson-frederick.com,259.75,12-09-2024,False,False
R614548,Card,Felicia Jones,Lopez-Blanchard,rowlandlindsay@cross-lopez.com,420.01,30-09-2024,True,False
R940019,Card,William Graham,Delgado Inc,robertwilliams@powell-doyle.net,709.19,13-02-2024,True,True
R757330,Card,Tammy Jenkins,Ross-Robinson,bentleybrian@marshall-ramirez.org,757.36,11-07-2024,False,False
R433027,Card,Angela Bell,Vasquez-Kaufman,lisa91@taylor.org,484.98,26-01-2024,False,False
R962082,Card,Edward Morton,Barrera-Moore,ischmidt@stone-young.org,222.13,14-09-2024,False,False
R133202,Card,Bruce Lewis,"Ryan, Jennings and Cole",zmiller@williamson.com,338.04,07-09-2024,False,False
R678102,Card,Jacqueline Bishop,Stone Ltd,nicholas92@olson-newton.info,477.67,17-06-2024,False,False
R409773,Card,Michael Williams,"Smith, Lang and Davis",jonathanstewart@alexander.org,474.25,03-05-2024,False,False
R631601,Card,Gloria Weaver,Flores-Carr,tstone@mcdonald.info,520.43,27-02-2024,False,False
R372117,Card,Kevin Good,Carr-Jones,ohorn@cooper.info,636.71,17-02-2024,False,False
R422615,Card,Tyler Harmon,Jones Ltd,robertmontoya@goodman-boyd.net,674.63,11-01-2024,False,False
R260157,Card,Chris Ramos,Murphy PLC,bryankatrina@carter.biz,732.81,05-06-2024,False,False
R766897,Card,Jennifer Perry,"Mcdaniel, Boyd and Armstrong",rsilva@reynolds-harrison.com,98.43,12-07-2024,False,False
R330437,Card,Monica Kelley,Roberts-Ellison,kimberlychambers@ramirez.net,671.35,06-04-2024,True,False
R431350,Card,Robert Rangel,Bradley Ltd,hudsontiffany@rodriguez.com,801.6,19-03-2024,False,False
R73313,Card,Rebecca Ford,Gay-Watson,stephanie36@wood.com,332.44,16-09-2024,False,False
R29147,Card,Jennifer Fields,Fisher-Howard,timothy10@mcclure.org,306.71,14-07-2024,False,False
R938624,Card,Cynthia Rogers,"Montoya, Allen and Sanchez",michellestark@powell.com,715.34,26-07-2024,True,False
R152517,Card,Robin Griffin MD,Ewing-Robinson,lisa81@gonzalez.org,621.24,13-04-2024,False,False
R551551,Card,Nancy Sullivan,Peterson-Holmes,carla87@ramos.com,381.93,11-04-2024,False,False
R66486,Card,Jamie Kline,"Gibson, Morgan and Jones",tiffany24@barnett.com,617.59,07-09-2024,True,False
R525987,Card,David Rodriguez,Davis-Hess,jortega@hill-roberts.com,942.39,15-08-2024,False,False
R579271,Card,Stanley Sparks,"Obrien, Peterson and Everett",pwalker@martin.info,426.11,04-08-2024,False,True
R1584,Card,Jack French,"Shaw, Scott and Scott",jenniferhurst@lopez.com,219.87,20-02-2024,False,False
R10091,Card,Jonathan Garcia,"Diaz, Lee and Larson",leslieschroeder@diaz.com,132.43,12-04-2024,True,True
R370268,Card,Emily Turner,Johns Group,rodriguezapril@johnson-marquez.com,194.16,08-05-2024,False,False
R590056,Card,Rachael Burns,Miller-Perry,michaelray@johnson-callahan.biz,101.42,19-02-2024,True,True
R241408,Card,Richard Eaton,Schneider LLC,timothy97@gonzalez.com,58.99,17-03-2024,False,False
R697769,Card,Dustin Rogers,"Curry, Ramirez and Orr",hallmatthew@gomez.com,867.22,22-03-2024,False,False
R943273,Card,Jacqueline Carr,Kelly-Johnson,markcontreras@walton-rogers.net,975.58,03-01-2024,False,False
R269638,Card,Jim Padilla,Lucas-Ross,connor87@barrera.com,737.99,14-06-2024,True,False
R576857,Card,Tyrone Lopez,Sanchez and Sons,nichole92@larson-miller.org,511.24,11-08-2024,False,True
R567925,Card,Tracy Phillips,Maldonado-Knox,cookkenneth@chase-chen.net,54.62,02-06-2024,False,True
R912973,Card,Michael Wagner,Carrillo-Martin,avilla@fisher-morales.com,519.59,15-04-2024,False,False
R992618,Card,Robert Williams,"Gardner, Wilson and Powell",john22@richardson-roman.org,347.87,02-09-2024,False,False
R729826,Card,Patrick Brooks,Solis LLC,brittany99@schroeder.biz,28.08,03-05-2024,False,False
R214616,Card,Angela Best,Schroeder Group,stuartjohn@greer.info,859.56,15-02-2024,False,False
R718393,Card,Katherine Riddle,Yates PLC,patrickmorris@silva.net,346.26,27-01-2024,True,False
R23234,Card,Luis Wright,Stone-Kirk,daniel93@bryan.com,39.92,26-03-2024,False,True
R741977,Card,Jason West,Lamb-Wise,jacksonpaul@sherman.com,335.47,17-06-2024,False,True
R739180,Card,Aaron Lee,Simpson-Evans,arellanojohn@esparza.net,471.01,21-09-2024,False,True
R231614,Card,Anthony Gomez,Moreno PLC,zrodriguez@smith-johnson.com,256.41,05-08-2024,False,True
R641322,Card,William Robbins,"Hurst, Gould and Munoz",derek36@robinson.com,743.22,20-06-2024,False,False
R472269,Card,Gary Jensen,Ross Ltd,jrichmond@parsons.com,967.15,26-06-2024,False,True
R379741,Card,Sara Stevens,"Rosario, Taylor and Graham",hernandezkevin@stevens-rivera.com,732.94,29-06-2024,True,False
R130150,Card,Amanda Anderson,Jimenez-Rivers,iacosta@hernandez.biz,750.1,29-09-2024,False,False
R157559,Card,Peter Lopez,"Smith, Wells and Sullivan",cwatson@davis.org,569.46,01-05-2024,False,False
R814329,Card,Abigail Smith,"Curtis, Marshall and Rodriguez",lindsaymeyer@burton.com,700.65,02-02-2024,False,False
R801552,Card,Russell Knox,"Smith, Schroeder and Schultz",scott66@miller.org,938.63,04-05-2024,True,False
R833687,Card,Sean Morton,Kim Ltd,gli@barr-davis.com,46.83,27-06-2024,False,False
R354590,Card,Sarah Austin,Alvarez-Simpson,fergusonchristine@wright.info,273.86,07-02-2024,False,False
R27640,Card,Juan Soto,"Perez, Steele and Lopez",websterjustin@acevedo.com,398.76,10-03-2024,False,False
R257063,Card,Joyce Yates,"Smith, Weaver and Herrera",steven34@yates-bernard.com,251.73,26-05-2024,False,False
R815497,Card,Harry Owens,Robinson-Davenport,paulanderson@kim-mills.com,797.33,06-07-2024,False,False
R410385,Card,Maurice Mcneil,Lamb-Morales,hhernandez@harris.com,51.76,17-06-2024,True,True
R994901,Card,Jennifer Robinson,Wilson and Sons,jaredmurray@smith.org,369.55,23-02-2024,True,False
R647746,Card,Amy Jenkins,Anthony-Beck,qlawrence@ponce-rogers.com,709.03,07-07-2024,False,False
R447381,Card,Linda Hall,"Wheeler, Giles and Porter",murphyandrew@middleton.info,201.01,13-02-2024,False,False
R659619,Card,Paul Gibson MD,Williams-Baker,kristiethomas@white.biz,721.26,17-07-2024,False,False
R143380,Card,Matthew Jones,Lambert Ltd,brownbrandon@ball.info,952.6,26-06-2024,False,False
R562171,Card,Geoffrey Edwards,Short-Hoffman,katie60@turner.com,769.16,14-06-2024,False,False
R490921,Card,Kristina Carroll,Young-Garza,barnesvictoria@berger-small.com,11.51,08-01-2024,False,True
R550085,Card,Tanya Estes,Potter-Hernandez,travis14@berry.com,293.84,25-06-2024,False,False
R190100,Card,Timothy Rivera,Hayes LLC,qkent@curry.info,242.21,06-09-2024,False,False
R293479,Card,Tiffany Perez,Molina-Duncan,weaverjamie@fisher-simpson.com,28.35,09-09-2024,False,True
R206640,Card,Jasmine Lee,Carroll PLC,judyhernandez@finley-franco.com,834.82,28-03-2024,False,False
R656681,Card,Zachary Wilson,"Hawkins, Le and Patrick",kylealvarez@gutierrez.com,22.21,12-03-2024,False,False
R884533,Card,Joseph Gordon,Cook Ltd,ibrown@robbins.org,778.4,25-04-2024,False,False
R831547,Card,Chelsea Sanchez,"Key, Brooks and Walker",paul48@miller-gonzalez.biz,651.76,14-02-2024,False,False
R122177,Card,Christopher Hanson,Smith Ltd,elewis@mullins.org,615.83,14-03-2024,False,False
R364928,Card,Daniel Leach,Garcia PLC,sandovalerin@hoffman.com,353.37,16-04-2024,False,False
R602804,Card,Julie Jordan,Andersen PLC,edward46@marquez.info,676.86,27-02-2024,False,False
R678476,Card,Devin Douglas,"King, Davis and Bolton",briankelly@rice.org,300.71,26-01-2024,False,False
R752058,Card,Nicholas Maynard,Kennedy-Simpson,wfrench@smith.net,194.67,04-07-2024,False,True
R675331,Card,Victoria Hernandez,"Miller, Clark and Strickland",webbchristopher@park.com,549.54,28-04-2024,False,True
R616622,Card,Dr. Katherine Mendoza,"Tapia, Schroeder and Davis",mark15@powell.com,74.67,09-04-2024,False,False
R954422,Card,Elizabeth Wilson,Salas Ltd,marksstacy@holmes.com,865.61,22-04-2024,False,False
R260539,Card,Henry Perkins,Parker and Sons,michaelmckenzie@ortega.info,357.09,03-04-2024,False,False
R979949,Card,Kevin Ortega,Mcdonald LLC,brianrodriguez@velasquez.com,554.76,13-02-2024,True,False
R797274,Card,Wayne Ortiz,Guerrero-Kane,thompsontammy@martinez.info,290.1,01-09-2024,False,False
R648907,Card,Nicholas Martinez,Page-Smith,vegaheather@benton-bryant.net,576.01,11-05-2024,False,False
R37114,Card,Bobby Adams,Johnson and Sons,josephdominguez@reynolds.biz,870.37,14-02-2024,False,False
R949878,Card,Erica Shaffer,Moore-Harris,oconnorglenn@beard.org,176.45,10-03-2024,False,False
R942233,Card,Ryan Douglas,Wang-Gates,larrybranch@curtis.com,793.63,14-05-2024,False,False
R780517,Card,Ross Mcintyre,Foster-Weber,wroberts@arnold.net,571.61,09-06-2024,False,False
R110089,Card,Brian Keith,Nelson-Parks,rdelgado@swanson.biz,946.56,04-09-2024,True,False
R508405,Card,Richard Marshall Jr.,"Delgado, Smith and Jackson",sortiz@cunningham.net,527.57,19-08-2024,False,False
R113409,Card,Antonio Brown,Wise-Porter,dunnchris@woods.info,417.22,18-02-2024,False,False
R638512,Card,Mrs. Maria Campos,Peters-Lopez,sfowler@clayton.biz,967.64,15-08-2024,False,False
R870058,Card,Roger Hansen,Wells-Knox,fking@valdez.com,437.68,29-08-2024,False,False
R239356,Card,Robert Meyers,"Kelley, Ward and Rice",davislance@jones-lozano.info,556.41,31-05-2024,False,False
R860762,Card,Tonya Moore,"Pena, Long and Richardson",jgonzalez@taylor-green.com,778.8,03-06-2024,False,True
R474043,Card,Kristen Rosales,Mendoza Ltd,heidifranco@baker.biz,194.25,09-06-2024,False,True
R446768,Card,Devin Kelly,Lewis PLC,heather69@schwartz-dodson.info,501.86,09-08-2024,True,False
R185664,Card,Lynn Boyle,Williams-Sanchez,johnrios@herring.com,239.14,10-02-2024,False,True
R517499,Card,Steven Ayala,Peterson Inc,crobinson@singleton.biz,514.11,01-08-2024,False,False
R194671,Card,Eric Thornton,Zhang and Sons,riley73@lopez-graves.com,492.55,01-02-2024,True,False
R990768,Card,Dominique Patton,"Mccarty, Patterson and King",sriley@rasmussen.com,490.74,18-05-2024,False,False
R568987,Card,Jason Gonzalez,Mendez-Johnson,davidoliver@nelson.com,580.14,30-01-2024,False,False
R407106,Card,Gary Obrien,"Hernandez, Guerra and Prince",lisa87@villa.org,763.95,20-04-2024,False,False
R505489,Card,Patrick Murphy,Mccoy and Sons,vharris@perry.biz,76.13,08-07-2024,False,False
R300055,Card,Melody Marquez,Ramirez and Sons,kelsey73@valenzuela.com,539.7,01-04-2024,False,False
R7381,Card,Michael Hopkins,Ray-Gibson,usantiago@woods.net,216.51,28-04-2024,False,False
R906424,Card,John Hall,Banks PLC,caitlinvasquez@chang.info,234.0,24-09-2024,False,True
R215333,Card,Allison Murray,Vargas-Lawson,sergio69@ruiz.com,530.17,22-03-2024,False,False
R540588,Card,Tamara Brown DVM,Moore Inc,gregorycabrera@spencer-lee.org,118.83,25-05-2024,False,False
R68873,Card,Erin Hall,Jimenez-Dean,leemichelle@mcguire-bell.com,946.46,04-07-2024,False,False
R591863,Card,Ryan Todd,Schroeder Inc,belldaniel@avila-reid.biz,826.19,09-01-2024,False,False
R882863,Card,Jeanette Johnson,"Rangel, Harris and Powell",uhughes@gomez.com,346.6,01-06-2024,True,False
R841035,Card,Megan Grant,Proctor-Smith,cartermitchell@reed.com,380.67,04-05-2024,False,False
R236390,Card,Jennifer Murray,Riley-Hampton,stacey29@hart-wade.com,11.04,27-01-2024,False,False
R250881,Card,Matthew Leach,Tate-Pratt,matthew61@cowan.com,837.67,04-06-2024,True,True
R556452,Card,Kelly Ramirez,"Townsend, Parker and Kemp",kathleen79@pratt.net,891.51,10-06-2024,True,False
R868163,Card,Derek George,Vaughn Group,kingmark@stuart-owen.info,402.99,13-08-2024,True,False
R745989,Card,Richard Davis,Mcgee LLC,bryan24@christensen.com,340.36,15-02-2024,True,False
R794660,Card,Jasmin Burke,"Ramirez, Avery and Giles",cainpamela@king-robinson.com,45.81,25-03-2024,False,True
R166305,Card,Kathryn Bishop,"Johnson, Mahoney and Armstrong",alexis04@johnson.com,432.36,23-04-2024,False,True
R965752,Card,Laurie Dixon,Brown LLC,cynthiakent@martin.com,137.41,05-02-2024,False,False
R600708,Card,Mark Henson,Carroll-Haynes,andrewsemily@fox-good.com,349.53,25-08-2024,False,False
R494290,Card,Austin George,Foster and Sons,ryan75@robinson.com,389.91,18-07-2024,True,True
R81694,Card,Melinda Logan DVM,Murphy Ltd,michaelsmith@williams-payne.info,388.06,27-02-2024,False,False
R5809,Card,Jennifer Boyd,Fox-Lopez,teresa20@yang.biz,603.27,14-06-2024,False,False
R482121,Card,Daniel Matthews,Porter Inc,michaelfrederick@romero-haynes.com,907.59,18-07-2024,False,False
R145745,Card,Sydney Parks,Rodriguez Ltd,ujackson@gibbs.info,891.88,02-10-2024,False,False
R742704,Card,Suzanne Fields,"Ramos, Lane and Miller",jessecasey@welch.com,532.99,29-01-2024,False,False
R614707,Card,Jared Foster,Butler-Gray,hawkinschristopher@pena.net,228.76,25-03-2024,False,False
R176842,Card,Gary Gonzalez,"Anderson, Coleman and Macdonald",lewisjeffrey@hunter-gutierrez.net,450.58,23-06-2024,False,True
R139521,Card,Michelle Walters,Smith-Mcclain,grayroger@kelley-kim.biz,362.07,02-03-2024,False,True
R508558,Card,Lisa Mcdonald,Price-Tyler,perryapril@shepard.com,100.31,04-04-2024,False,False
R563732,Card,Todd Little,Thompson-Young,kayla46@roberts-mcdonald.com,103.86,01-02-2024,False,False
R519923,Card,Jeffrey Alexander,"Thompson, Caldwell and Meyer",humphreytiffany@wu.com,151.35,06-02-2024,False,True
R909343,Card,Brian Johnson,Saunders-Taylor,nancystephens@white.com,706.98,17-01-2024,False,False
R629805,Card,Alexandra Boyd,Nelson Ltd,tdavidson@riley-mccoy.org,517.33,01-08-2024,False,False
R22154,Card,Kyle Medina,Ford and Sons,cathy51@johnson.com,382.83,27-05-2024,True,False
R955666,Card,Casey Becker PhD,Collier Inc,andrea77@miller-rivas.biz,777.66,26-04-2024,False,True
R170178,Card,John Dean,Thomas-Kirby,laura19@smith-dickson.info,180.7,06-04-2024,True,False
R355040,Card,Richard Mccoy,Norris-Brennan,kiara22@khan.info,679.31,26-08-2024,False,False
R746112,Card,Eduardo Nelson,Johnson LLC,gbarber@browning.info,668.04,11-02-2024,False,True
R579173,Card,Crystal Richards,Malone-Torres,haileykemp@escobar-meyer.com,760.28,19-09-2024,False,True
R580754,Card,Nicholas Cox,Rose Ltd,estradachristine@wood.com,656.01,21-03-2024,False,False
R238785,Card,Brittany Chang,"Cardenas, Mcclure and Sharp",woodkristin@gonzalez.com,130.2,29-08-2024,False,False
R320778,Card,Christine Anderson,Williams Inc,hbrown@watson.net,827.97,03-04-2024,False,True
R12694,Card,Katherine Thompson,"Patterson, Harris and Wang",tamaralarson@jones.com,737.13,13-01-2024,False,False
R923787,Card,Lauren Ibarra,"Townsend, Hernandez and Carpenter",robertsbrooke@smith.net,354.94,09-01-2024,False,False
R391593,Card,Andrew Macdonald,Williams-Jarvis,ecastro@strickland.com,100.88,10-07-2024,False,False
R238497,Card,Samantha Larsen,Fischer PLC,perryjessica@hicks.biz,364.93,15-07-2024,False,False
R195989,Card,Brenda Hughes,Ward Ltd,michael91@evans.info,242.33,06-09-2024,False,False
R474235,Card,Bridget Baker,Calhoun-Martinez,christophermason@aguilar.org,355.28,28-05-2024,False,False
R821163,Card,Susan Woodard,"Scott, Simmons and Carter",pmeadows@matthews.com,544.51,29-09-2024,False,False
R659627,Card,James Hamilton,"Robinson, Michael and Collins",petersonchristine@richardson.com,578.85,13-05-2024,False,False
R751869,Card,Jamie Owen,Ponce and Sons,robinsonmatthew@jackson.biz,970.17,01-03-2024,False,False
R726215,Card,Timothy Berry,White-Fields,megan85@ramirez.com,578.5,07-04-2024,False,False
R990314,Card,Trevor Jones,"Johnson, Burns and King",sherihall@santiago-coleman.org,726.26,23-04-2024,False,True
R1146,Card,Lisa Weaver,Smith-Haley,markduke@huang-stuart.com,175.29,23-08-2024,False,False
R152339,Card,Michael Sanders,Johnson PLC,bradley14@luna-strickland.com,636.62,26-07-2024,False,False
R187416,Card,James Silva,Johnston Inc,newmanveronica@cooke-riley.com,630.78,01-09-2024,False,False
R885712,Card,Charles Shea,Fritz Ltd,huertakevin@richard.com,848.77,09-09-2024,False,False
R13154,Card,Kathleen Smith,"Porter, Martin and Brown",samantha39@griffith-clay.net,593.51,01-07-2024,False,False
R166790,Card,Elizabeth Valencia,Valentine-Jackson,harrellsavannah@gilbert.com,756.47,02-06-2024,False,False
R921820,Card,Johnny Smith,Mcbride-Mack,jennifer83@lynch.com,900.43,15-02-2024,False,True
R588177,Card,Roger Roth,Perry Ltd,qlopez@powell-graham.com,331.24,27-06-2024,False,False
R523990,Card,Sydney Aguirre,"Smith, Fletcher and Powell",hickskyle@contreras.org,668.72,28-04-2024,False,False
R919674,Card,Theresa Schultz,"Herrera, Clark and Mcdonald",simmonserica@boyd-pierce.com,288.58,27-09-2024,False,False
R746712,Card,Samantha Nelson,Mendoza LLC,charris@christensen.com,58.81,25-03-2024,False,False
R230275,Card,Ricky Bennett,"Cooper, Mckay and Guzman",summersdavid@clark.com,634.69,03-07-2024,False,False
R166848,Card,Nicole Bailey,Simmons LLC,frederick41@reyes.org,104.19,17-02-2024,False,False
R253998,Card,Madison Green,Carter Group,tatekelly@davis-kane.com,500.03,10-01-2024,False,True
R838768,Card,Tiffany Carney,Mccoy-Harrell,dmcconnell@long-solomon.com,612.39,24-04-2024,False,False
R563248,Card,Kelly Francis,Andrews Group,whitneyashley@hernandez.info,826.07,30-03-2024,False,False
R428316,Card,Lori Pace,"Smith, Prince and Pruitt",jesse37@ellis-villa.com,907.11,23-05-2024,False,False
R556550,Card,Tiffany Daniels,"Richards, Robertson and Smith",tjackson@alvarado.net,246.53,11-02-2024,False,False
R182850,Card,Brittany Norton,Davis and Sons,ann06@jones.info,430.44,08-04-2024,False,True
R224587,Card,Garrett Woods,Santos-Brewer,lbrooks@anderson.org,976.06,05-08-2024,False,False
R503858,Card,Lisa Hall,Jackson-Harris,ulloyd@cruz-guerrero.com,411.77,03-05-2024,False,False
R999818,Card,Linda Thompson,"Baker, Nicholson and Escobar",scottmichael@walters-velasquez.com,308.63,30-01-2024,False,False
R394495,Card,Jared Henderson,Evans Ltd,lopezlisa@jackson.net,523.16,26-07-2024,True,False
R304139,Card,Alexis Diaz,"Pham, Myers and Hall",barkeramy@richards.com,540.05,17-02-2024,False,False
R457412,Card,Rhonda Wood,Fields LLC,sharondrake@sharp-thompson.com,665.49,30-03-2024,False,False
R389489,Card,Tim Williams,"Johnson, Moore and Gordon",kellyschmitt@welch-robinson.com,768.83,06-03-2024,False,False
R796445,Card,Sonya Strong,Rowland LLC,davidschultz@wilson.com,298.62,10-03-2024,True,False
R299297,Card,Stephen Lopez,Howard-Johnson,robert81@combs.com,687.81,12-01-2024,False,False
R114981,Card,Shelby Stafford,"Acevedo, Miller and Barnes",nicholasstrickland@hawkins-pope.com,65.89,31-07-2024,False,False
R988511,Card,Tracy Simpson,Russell and Sons,rodneythomas@nicholson-nelson.com,648.45,01-08-2024,False,False
R961557,Card,Shannon Lewis,Pratt-Fuller,stephanie37@rodriguez.com,14.38,04-03-2024,False,False
R956582,Card,Jason Callahan,Waller-Nichols,jamie35@gutierrez-pena.biz,80.06,03-10-2024,False,False
R693528,Card,Sheena Wilson,Kramer-Soto,lpratt@tran.biz,554.57,29-08-2024,False,False
R645620,Card,Tamara Hernandez,Brown Ltd,lijacob@mitchell.com,939.7,13-03-2024,False,False
R974012,Card,Brian Garcia,Larson Ltd,carl58@wilson.com,957.15,05-07-2024,False,False
R515947,Card,Savannah Salazar,Mccarthy-Johnson,hannah69@edwards.com,260.55,28-03-2024,False,False
R363680,Card,John Bauer,Watson PLC,aaronhess@miranda-green.net,354.68,19-03-2024,False,False
R511166,Card,Michael Torres DDS,"Bradley, Martin and Alvarado",ygriffin@velazquez.com,622.91,09-04-2024,False,False
R331353,Card,Veronica Willis,"Wallace, Pearson and Kelly",antonio48@johnson.org,312.23,19-03-2024,False,False
R875801,Card,Jaclyn Soto,Dunn LLC,mcdonaldcarrie@brown-nash.com,694.15,18-01-2024,True,False
R349609,Card,Nicholas May,Jackson Ltd,katelynbyrd@long-cole.com,220.55,23-03-2024,True,False
R392678,Card,Troy Smith,"Nguyen, Bonilla and Lam",kristi43@glenn.info,884.77,07-09-2024,False,False
