receipt_number,transaction_type,client_name,vendor_name,vendor_email,amount,date,is_exception,is_paper
R596731,Cheque,Brittany Nguyen,Smith-Adams,reesekrystal@burns.com,518.08,06-05-2024,False,False
R572429,Cheque,Christine Garcia,"King, Woodard and Rice",jason68@walker-grant.com,251.67,10-08-2024,False,False
R154980,Cheque,Joshua Taylor,Pittman-Irwin,nataliemoses@perez.com,995.62,25-02-2024,False,False
R299931,Cheque,Jeffrey Harvey,Richardson and Sons,fosterbrenda@bowen.net,854.75,17-08-2024,False,False
R294918,Cheque,Robert Hill,Anderson-Schaefer,owilliamson@rice.org,648.65,10-08-2024,False,False
R338442,Cheque,Roberto Garrett,"Miles, Henry and Hernandez",garciapenny@hudson.com,386.38,29-04-2024,False,False
R291212,Cheque,Tamara Rogers,Sanchez LLC,turnertammy@stone-smith.info,791.12,24-07-2024,False,False
R272772,Cheque,Scott Graham,"Johnson, Daniels and Montes",judith54@dunn.info,286.41,08-01-2024,False,False
R454813,Cheque,Chelsea Yu,Ward-Cohen,lorettaschmidt@gordon.com,153.29,28-09-2024,False,False
R760154,Cheque,James Crawford,"Hamilton, Lee and Wyatt",gdurham@doyle.com,608.47,02-01-2024,False,False
R708232,Cheque,Gregory Gray,Carter-Morris,leonardalan@davis.com,764.83,18-06-2024,False,False
R888548,Cheque,Derek Sanders,"Mcdaniel, Butler and Walton",elizabethdean@white-ruiz.info,297.07,28-06-2024,False,True
R487597,Cheque,Mary Erickson,Brown-Parker,morgancook@bryant.info,710.63,23-06-2024,False,True
R98896,Cheque,Kenneth Ross,Benitez LLC,kurthall@rangel-gilbert.net,134.17,26-03-2024,False,False
R126705,Cheque,Cassandra Berger,"Scott, Garcia and Heath",rbutler@hughes-hall.com,797.85,21-08-2024,True,False
R759003,Cheque,Ronald Evans,Harrison-Brown,diazjimmy@robinson.net,647.48,20-05-2024,False,False
R317317,Cheque,Miss Jennifer Bauer,Osborn-Cortez,jesus33@mullen.com,972.29,01-10-2024,True,False
R762814,Cheque,Bonnie Flores,Malone-Leonard,amberwall@williams.info,844.6,05-06-2024,False,False
R690286,Cheque,Michael Garcia,Decker-Alexander,toni39@mitchell.biz,278.51,30-07-2024,True,False
R768457,Cheque,Mark Castaneda,Foster Inc,yualexandria@valencia.com,843.62,11-01-2024,False,True
R361050,Cheque,Rodney Franklin,Sellers and Sons,whitedeanna@miller.info,965.61,25-08-2024,False,False
R99921,Cheque,Sherri Lewis,"Wilcox, Castaneda and Lopez",ddudley@castro.info,167.31,21-09-2024,False,False
R123732,Cheque,Teresa Graham,Luna-Cook,roberthopkins@reynolds.com,317.09,30-09-2024,False,False
R741626,Cheque,John Anderson,Miller Group,daniel20@little-wilson.info,237.21,15-09-2024,False,False
R301987,Cheque,Suzanne Day,Wilson-Stephenson,annejones@wilson.com,160.46,01-05-2024,False,False
R305826,Cheque,Justin Benjamin,Rodriguez Ltd,sarah21@frost.com,662.61,23-06-2024,False,False
R881195,Cheque,Sarah Blair,"Hammond, Bryant and Molina",rsmith@thomas.info,187.11,07-01-2024,False,False
R963840,Cheque,Stephen Boone,White-Wolf,kyle11@dennis.org,771.01,24-09-2024,False,False
R599344,Cheque,Nancy Ray,"Welch, Barnett and Russell",laurabeard@delacruz.net,474.47,11-06-2024,False,False
R976749,Cheque,James Delacruz,Vance-Khan,zjones@kelly-huff.biz,785.6,27-07-2024,False,False
R191364,Cheque,Brenda Wyatt,Farrell-Miller,sleblanc@brown.com,375.09,19-01-2024,False,False
R98605,Cheque,Logan Zuniga,Mcdonald Ltd,reyeschristopher@goodwin-zavala.info,334.29,23-01-2024,False,False
R22443,Cheque,Heather Benson,"Love, Forbes and Brewer",morgantammy@conway.info,637.02,15-09-2024,False,False
R714175,Cheque,Victoria Ellison,Scott-Anderson,katrina44@blackwell-foster.com,91.07,18-09-2024,False,False
R206810,Cheque,Kimberly Williamson,Ellis Group,zhangangel@gates-white.com,180.72,02-06-2024,False,False
R969679,Cheque,Brandon Brown,Griffin-Humphrey,walterspears@richmond-nelson.com,757.66,22-09-2024,False,False
R522646,Cheque,Abigail Fox,Williams-Butler,adrian90@jones.biz,680.15,10-03-2024,False,True
R833358,Cheque,Kari James,White Group,larsonjenna@taylor.info,694.84,16-05-2024,False,False
R152762,Cheque,Sarah English,Miller LLC,crodriguez@mitchell.com,569.0,04-06-2024,False,False
R818311,Cheque,Stanley Harper,George-Davis,michael90@cannon.org,279.05,04-08-2024,False,False
R301784,Cheque,Rebecca Mendoza,Garcia Group,vpayne@hodge.info,880.47,20-07-2024,False,False
R472657,Cheque,Renee Bryant,Adkins Group,nlawrence@rogers-smith.biz,255.96,13-01-2024,False,False
R984872,Cheque,Andrea Nunez,Adams-Jones,brenda91@edwards.com,596.39,20-07-2024,False,True
R821145,Cheque,Jonathan Meza,Valentine-Wright,huntjulie@steele.info,877.79,17-03-2024,False,True
R123867,Cheque,Jill Saunders,Smith LLC,hayesdavid@lopez.org,19.15,14-02-2024,False,True
R666959,Cheque,Heather Cook,White-Malone,lisa42@burke-morales.com,667.14,14-05-2024,False,True
R78935,Cheque,Adrian Marshall,"Brown, Davis and Smith",natalie53@gregory.org,935.78,21-08-2024,False,False
R414359,Cheque,April Garrett,Hamilton-Juarez,pmorales@bush.com,79.77,02-03-2024,True,False
R670807,Cheque,Margaret Dominguez,Madden Ltd,crystalcarpenter@parsons-shields.com,74.45,09-01-2024,False,False
R155454,Cheque,Gregory Jackson,Schroeder-Sharp,cooktroy@booth.net,435.03,06-01-2024,False,False
R28321,Cheque,John Kelly,"Lawson, Avila and Richardson",matthew75@taylor-sandoval.net,233.39,15-06-2024,False,True
R479524,Cheque,Janet Castillo,"Peterson, Zamora and Orr",wnielsen@willis.info,84.42,04-05-2024,False,False
R844249,Cheque,Natasha Johnson,"Mendez, Bates and Mitchell",pricedouglas@diaz.org,872.86,16-06-2024,False,False
R669619,Cheque,Kurt Warren DDS,Hudson-Taylor,alexanderperez@hoffman.com,916.39,23-05-2024,False,False
R130597,Cheque,Caroline Potter,Ryan-Williams,steeleryan@silva.com,882.63,21-04-2024,False,False
R760526,Cheque,Casey Chen,"Aguilar, Rivera and Fernandez",danielle24@rodriguez.com,176.95,27-02-2024,False,False
R723619,Cheque,Kevin Davis,Hunt LLC,debrawalton@mills-oconnor.com,219.79,17-09-2024,False,True
R450049,Cheque,Kathryn Chen,"Huber, Garcia and Smith",christopher46@solis.info,523.44,27-07-2024,False,True
R634113,Cheque,Marcus Hayes,"Hill, Vaughn and Daniels",dgray@vance.com,825.37,31-01-2024,False,False
R591759,Cheque,Kenneth Cummings,Zuniga and Sons,wboyer@krause.info,179.74,24-05-2024,False,False
R147807,Cheque,Kayla Browning,"Smith, Walker and Carrillo",dianecarroll@nelson.org,627.94,12-05-2024,False,False
R188673,Cheque,Daniel Horne,"Hansen, Hartman and Allen",mathewsuarez@james-wells.com,842.07,14-04-2024,False,False
R340712,Cheque,Stacey Nelson,Lopez LLC,paulboyle@sweeney.biz,121.01,19-09-2024,False,True
R762453,Cheque,James Walton,Foster Group,rwashington@mendez.com,344.31,08-09-2024,False,False
R642872,Cheque,Kristine Melton,Ray Ltd,cooperjose@hall-cohen.com,904.42,13-06-2024,False,False
R198227,Cheque,Paul Lindsey,Thomas Inc,robinsonsteven@phillips-hale.com,185.59,21-01-2024,False,True
R35299,Cheque,Benjamin Chambers,"Clark, Hughes and Ali",jackie95@martin-flynn.biz,515.07,26-03-2024,False,True
R31284,Cheque,Elizabeth Pham,Harper-Henry,sarahtorres@williamson.com,983.97,15-07-2024,False,False
R908538,Cheque,Paige Fleming,Martin-Turner,makayla55@pitts.com,616.1,11-06-2024,False,False
R447884,Cheque,Trevor Solomon,"Macdonald, King and Sanchez",hectorgood@clark.com,733.79,15-05-2024,False,False
R365541,Cheque,Lisa Brown,Stevens and Sons,glassdonald@bryant-mitchell.biz,871.36,08-02-2024,False,False
R545719,Cheque,Timothy Henderson,"Mcdonald, Barnett and Thomas",ujordan@obrien.org,498.64,05-06-2024,False,False
R759310,Cheque,Roger Rogers,Collier and Sons,ronald75@andrews.com,889.93,02-02-2024,False,False
R813281,Cheque,Matthew Spencer,Mitchell LLC,martinezjeffrey@howell.com,738.4,11-08-2024,False,False
R541207,Cheque,Toni Tran,"Johnson, Davis and Harris",charlesjohn@stuart.biz,544.29,02-10-2024,False,False
R143807,Cheque,Cory Wilson,"Hill, Dickerson and Bennett",william13@gordon-branch.biz,927.75,23-08-2024,False,True
R160446,Cheque,James Bond,"Jensen, White and Jackson",lauren91@miller.org,517.8,09-07-2024,False,False
R221052,Cheque,Lindsey Kaiser,Braun-Gallegos,cbanks@hall.org,799.01,02-07-2024,False,False
R51198,Cheque,Emily Mcdonald,Jones Inc,rubenmartinez@morris.com,679.71,10-04-2024,False,False
R652613,Cheque,Daniel Keith,"Lloyd, Myers and Hogan",hpierce@kane.com,558.52,05-04-2024,False,True
R643541,Cheque,Jeffrey Cochran,Christensen and Sons,hollypatrick@howe.com,738.93,16-08-2024,False,False
R103033,Cheque,Paul Ortiz,"Aguilar, Hernandez and Newton",elizabethphillips@lopez.biz,404.37,10-09-2024,False,False
R127013,Cheque,Melanie Hernandez,Lee Inc,nmcneil@woods.biz,795.1,01-01-2024,True,False
R162406,Cheque,Patricia Mullins,Jones-Nolan,mary61@holmes-leon.com,500.38,08-03-2024,False,False
R860642,Cheque,Derrick Powell,Kelly Ltd,zpowell@huber.com,783.74,18-06-2024,False,False
R287623,Cheque,Tyler Eaton,Nelson Group,morenobonnie@walsh.com,618.73,05-04-2024,False,False
R701698,Cheque,Dale Reynolds,"Valdez, Ward and Ray",wesleysparks@clayton.biz,187.12,03-09-2024,False,False
R518458,Cheque,Lori Calderon,"Johnson, Townsend and Henry",nathanwheeler@sandoval.com,391.32,05-01-2024,False,False
R221953,Cheque,Timothy Jones,Lynch-Dougherty,yholden@castillo.com,480.68,01-01-2024,True,False
R35724,Cheque,Lisa Murphy,"Becker, Kerr and Carlson",jthomas@thomas-hunter.net,487.7,17-08-2024,False,False
R352448,Cheque,David Hansen,"Stewart, Ray and Johnson",annrodriguez@rosario.net,437.19,05-09-2024,False,True
R557298,Cheque,Paul Reed,Hernandez-Hughes,randy33@williamson.net,513.92,19-02-2024,False,False
R97960,Cheque,Veronica Horn,Hutchinson-Quinn,staceynunez@thornton-long.info,887.91,12-06-2024,False,False
R724554,Cheque,Stephanie Kerr,Herrera Inc,andrew92@brown-vega.com,855.64,29-01-2024,False,False
R537790,Cheque,Maxwell Fowler,"Flores, Davis and Cummings",carrieaguirre@franklin-york.com,42.73,16-06-2024,False,False
R87085,Cheque,Vanessa Macdonald,"Alvarez, Leon and Williams",allisonshelton@jones.com,786.73,26-08-2024,False,False
R214356,Cheque,Brian Joseph,Steele Inc,heathercabrera@rivera-graham.biz,735.14,17-01-2024,False,False
R398165,Cheque,Mrs. Karen Miller,Morse Ltd,ellisjacob@tyler.com,285.37,01-06-2024,False,False
R774349,Cheque,Jennifer Lloyd,"Gomez, Becker and Salazar",msmith@odonnell.com,687.73,31-05-2024,False,False
R66722,Cheque,Michael Rivera,Vaughan-Bishop,nicolecortez@miller.com,655.42,01-07-2024,False,False
R828526,Cheque,Autumn Harper,Coleman Inc,ychavez@gonzalez-forbes.info,629.27,15-09-2024,True,False
R624882,Cheque,Shannon Haley,Johnson PLC,brendamaxwell@schultz-anderson.com,757.55,10-02-2024,False,False
R8098,Cheque,Tracy Kelly,Warren PLC,phillipgarcia@montgomery.info,289.39,01-06-2024,False,False
R508319,Cheque,Kristi Carey,Guzman-Palmer,manuel90@johnson.com,557.88,07-01-2024,False,False
R873969,Cheque,Charles Ward,Tanner-Scott,nicholswanda@mcfarland.net,951.72,07-03-2024,False,False
R736091,Cheque,Lynn Kelly,White-Velazquez,simpsonsteven@white-thomas.com,175.55,28-09-2024,False,False
R609901,Cheque,Susan Baker,Spencer Inc,ryan58@cooper.com,419.32,08-09-2024,False,False
R607108,Cheque,Mary Galloway,Wilson-Ellis,griffintravis@nichols-farmer.com,958.92,01-07-2024,False,False
R464676,Cheque,Natasha Larson,"Edwards, Martinez and Abbott",joshua58@weiss.com,646.63,12-08-2024,False,False
R82605,Cheque,John Castaneda,"Martin, Cooke and Adams",caitlinevans@flowers-weaver.net,506.96,04-06-2024,False,False
R590964,Cheque,Kathleen Duran,Hubbard Inc,lstrickland@williams.com,792.32,16-04-2024,False,False
R97874,Cheque,Todd Perry,"Wood, Robles and Rios",robert32@harrington-torres.com,978.73,01-05-2024,False,False
R338427,Cheque,Mario Smith,Gross and Sons,zfuentes@rodriguez.net,710.54,07-07-2024,False,False
R646717,Cheque,Brian Hood,Rodriguez Inc,gary16@delgado.com,165.52,09-07-2024,False,False
R121289,Cheque,Dr. Julia Smith DDS,Ramos-Cox,srobles@edwards.biz,568.98,11-05-2024,True,True
R917706,Cheque,Jamie Andrews,"Faulkner, Kim and Hamilton",djohnson@becker.com,22.19,16-09-2024,False,False
R843301,Cheque,John Terrell,Kelly-Everett,michael99@wyatt-rogers.com,924.99,01-09-2024,False,False
R869588,Cheque,Amanda Ford,Mcgrath-Martinez,jeffreygillespie@ball-powell.com,452.07,03-07-2024,False,False
R868763,Cheque,Monica Dawson,Ryan Ltd,pamela04@keller-farrell.org,847.72,14-09-2024,False,False
R250556,Cheque,Joe Strickland,Newton Group,andersondavid@mason.com,933.87,02-10-2024,False,False
R645637,Cheque,Megan Davis,"Mccoy, Dennis and Adkins",murphypeter@perez-turner.com,864.32,10-03-2024,False,True
R599868,Cheque,Michele Figueroa,Peters PLC,dbean@hanson.com,821.24,05-04-2024,False,True
R896032,Cheque,Beth Schmidt,"Pierce, Thompson and Watson",rmoreno@martinez-yates.com,906.35,20-08-2024,False,True
R818803,Cheque,Ashley Moreno,Stokes PLC,frostaaron@reynolds.com,911.6,17-02-2024,False,False
R953133,Cheque,Miss Cynthia Sullivan,Wilson Group,vasquezbrenda@stanley.com,21.45,14-09-2024,False,False
R368176,Cheque,Sheila Farrell,"Smith, Padilla and Brown",smitheric@miranda.com,213.25,24-07-2024,False,False
R881083,Cheque,Scott Lawrence,Bullock-Davis,smithjohn@cohen.org,587.76,11-07-2024,False,False
R160564,Cheque,David Cox,Smith-Mendoza,anthonyjohnston@reed-davis.org,314.0,07-03-2024,False,False
R539189,Cheque,Kevin Barnes,Kim-Jarvis,vhines@thompson.info,897.7,23-05-2024,False,False
R177411,Cheque,Yolanda Johnson,"Rogers, Young and Knight",vincentcoffey@santos.com,264.1,09-06-2024,False,True
R518672,Cheque,Tabitha King,"Knight, Mathis and Hill",ohernandez@evans.info,36.85,26-06-2024,False,False
R82664,Cheque,Cindy Gray,Wilson-Le,murrayallen@macdonald-lane.com,279.38,31-05-2024,True,False
R866838,Cheque,Michael Cruz,Blair Ltd,brian75@davis.com,82.15,09-06-2024,True,False
R976906,Cheque,Daniel Herrera,Parker and Sons,xschmidt@steele-vaughn.com,852.3,09-09-2024,False,False
R375023,Cheque,Jordan Sanders,"Ramos, Mckenzie and Bradley",zcooper@shannon.com,532.5,03-04-2024,True,False
R662951,Cheque,Debra Bryant,"Mcgee, Palmer and Reyes",rick77@hill.org,236.89,04-08-2024,False,True
R69479,Cheque,Alicia Ortiz,"Young, Carter and Zimmerman",james88@dougherty.com,833.79,18-08-2024,False,False
R236154,Cheque,Emma King,Bradford-Ramirez,rachaelstevens@lam.com,25.29,07-07-2024,False,False
R962031,Cheque,Donna Richards,"Hansen, Johnson and Gray",vtorres@cook-ruiz.com,874.17,30-01-2024,False,False
R566174,Cheque,Elizabeth Horton,Dixon and Sons,craigstacey@johnson.com,744.11,01-04-2024,False,True
R10124,Cheque,Michael Simmons,Dunn-Gray,janet10@johnson-williams.com,243.15,23-01-2024,False,False
R120424,Cheque,Gary Small,Nicholson Inc,qochoa@patton-fox.com,104.7,06-06-2024,False,True
R142599,Cheque,Dawn Fletcher,Simmons-Cox,qabbott@phillips.net,514.36,20-08-2024,False,False
R955351,Cheque,Brandy Brown,"Gomez, Cox and Estes",victor48@ayala.com,43.28,15-02-2024,False,False
R925133,Cheque,Donna Combs,"Moss, Smith and Cruz",michaelbriggs@summers-mcintyre.biz,167.9,07-09-2024,False,False
R268698,Cheque,Heather Hill,"Anderson, Powell and Solis",tlee@walker.com,586.98,05-01-2024,False,True
R848792,Cheque,David Harrison,Sanders LLC,donald61@white-murray.com,392.72,30-06-2024,False,False
R373012,Cheque,Lisa Baker,Higgins and Sons,njennings@wilkins.com,104.4,05-01-2024,False,False
R464367,Cheque,Timothy Clayton,"Smith, Johnson and Deleon",zconley@dalton.org,808.83,02-08-2024,False,True
R453971,Cheque,Nathan Sanchez,Bradley Group,youngjohn@shelton-keith.com,547.72,29-04-2024,False,True
R53909,Cheque,Angela Cantrell,Lopez PLC,clementsbenjamin@castillo.com,388.16,01-08-2024,False,False
R423630,Cheque,Christy Schneider,Hall-Fletcher,levinedanielle@williams.com,988.21,20-01-2024,False,False
R66278,Cheque,Robert Jones,Frey PLC,juliataylor@brown.com,354.22,12-06-2024,False,False
R556267,Cheque,Zachary Mullins,Molina Group,patriciapena@logan.com,571.51,09-09-2024,False,False
R832525,Cheque,Eric Johnston,Schmidt Group,angelanelson@mccarty.com,992.5,08-06-2024,False,False
R740564,Cheque,Kristen Lara,Luna-Lee,grant07@lowery.com,638.72,20-01-2024,False,False
R399991,Cheque,Kimberly Edwards,Huff Ltd,marie08@fuller.net,145.15,10-08-2024,False,True
R436825,Cheque,Phillip Franco,Johnson-Silva,blankenshipsteven@garza-murphy.com,866.3,02-07-2024,False,False
R891172,Cheque,Robin Drake,"Parrish, Zimmerman and Gibson",woodsherry@munoz.com,380.69,30-05-2024,True,False
R861456,Cheque,Paul Snyder,"Sanford, Boyd and Carr",devonwatkins@kelley.net,346.27,13-09-2024,False,False
R345817,Cheque,Amanda Curtis,"Tran, Porter and Hayes",wilsonmichael@jimenez.biz,577.72,19-02-2024,False,False
R798723,Cheque,Phillip Castro,"Smith, Cox and Johnson",dsweeney@cole-jacobs.org,133.31,22-01-2024,False,False
R976570,Cheque,Caroline Jones,"Rojas, Martinez and Buck",mcooper@fuller.com,957.25,06-08-2024,False,True
R763886,Cheque,Brian Fox,Smith-King,andersonjoshua@lopez-wilson.info,495.0,16-09-2024,True,True
R802795,Cheque,Steven Johnson,Bailey Group,ewilliams@castillo-fisher.net,380.28,25-08-2024,True,False
R735542,Cheque,Phillip White,Erickson PLC,paul79@vazquez-cruz.com,720.68,04-01-2024,False,False
R661561,Cheque,Erica Summers,"Clark, Cummings and Rodriguez",julie98@hebert-wright.com,942.23,03-05-2024,False,False
R131669,Cheque,Timothy Lee,"Baker, Banks and Scott",wilsonscott@rocha.com,125.14,24-01-2024,False,True
R34255,Cheque,Rebecca Brown,"Garrison, Whitney and Tyler",anitafigueroa@cruz-brown.com,766.37,19-03-2024,False,False
R203576,Cheque,Kathy Jackson,Moyer and Sons,johnsonsharon@davis.com,117.59,04-04-2024,False,True
R481895,Cheque,Laura Jones,"Fisher, Ortega and Durham",morrisonmolly@mccoy.net,778.6,10-07-2024,False,False
R710084,Cheque,Jennifer Gomez,"Garza, Jackson and Gonzalez",laurengonzalez@chambers.net,534.52,12-04-2024,True,False
R606176,Cheque,John Fowler,Richardson and Sons,aaronmorgan@garcia.info,920.15,30-08-2024,False,False
R848890,Cheque,Rhonda Wilson,Browning-Ortiz,patricia47@glover-hutchinson.biz,481.71,24-03-2024,False,True
R77171,Cheque,Carol Johnson,Bradley-Raymond,deanleblanc@newton.com,142.03,16-07-2024,False,True
R630892,Cheque,Benjamin Stevens,Greene Ltd,michaelpetersen@rivas.com,979.82,06-05-2024,False,False
R96856,Cheque,Dominic Martin,"Kline, Robinson and Shaw",cchristian@davis.com,29.99,24-06-2024,True,True
R822298,Cheque,Samantha Smith,Park-Curtis,fmartinez@aguirre.com,461.5,28-02-2024,False,False
R693205,Cheque,Brandi Hughes,"Mcintyre, Schultz and Allen",zcox@maynard.biz,601.84,12-03-2024,False,False
R635309,Cheque,Melanie Martin,"Valdez, Williams and Hanson",anna19@keith-dennis.com,333.53,15-08-2024,False,True
R317473,Cheque,Eugene Barron,Carlson Inc,markcruz@ruiz.com,164.73,22-02-2024,False,False
R419697,Cheque,Fernando Sims,"Harris, Johnston and Curtis",allenfrancis@owens.com,35.46,11-08-2024,False,False
R591530,Cheque,Jacob Robinson,"Brown, Mason and Oconnor",josephwhite@humphrey.info,949.24,07-06-2024,False,True
R631087,Cheque,Maria Mann,Wilson Ltd,lisawarren@lane-craig.com,461.53,09-05-2024,False,False
R790965,Cheque,Brian Weaver,"Jenkins, Turner and Branch",copelandsuzanne@lewis.com,266.05,10-06-2024,True,True
R758858,Cheque,Tony Terry,"Small, Walker and Goodman",elittle@warren.com,856.73,25-05-2024,False,False
R287215,Cheque,Chelsey Hawkins,Phillips PLC,kellerelizabeth@davis-edwards.info,785.18,02-05-2024,False,False
R351214,Cheque,Claudia Lopez,Mendoza-Graham,payneangela@bauer.com,268.29,04-03-2024,False,False
R229140,Cheque,David Williamson,Hall Inc,xzimmerman@peters-jenkins.info,261.63,01-04-2024,False,False
R362369,Cheque,Matthew Gray,Ford Group,bbridges@roberts.com,474.1,01-04-2024,False,False
R980474,Cheque,Tracy Richardson,Taylor-Nicholson,collinsdebra@moore.com,158.78,26-09-2024,False,True
R575887,Cheque,Thomas Cabrera,"Patterson, Knight and Torres",devin37@crawford.com,274.54,26-08-2024,False,False
R491967,Cheque,Wendy Cline,Haynes-Campos,strongtheresa@cook.net,75.34,06-02-2024,True,False
R885938,Cheque,Mary Richardson,Gray Ltd,dgrant@williams.com,622.86,26-02-2024,True,False
R876077,Cheque,Joyce Castillo,Jimenez-Hatfield,jason03@good.com,643.39,04-01-2024,False,False
R827281,Cheque,Angela Watkins,Phillips-Lee,mjohnson@stevens.info,567.77,28-04-2024,False,False
R858590,Cheque,Dominique Garcia,Ellis-Floyd,leephilip@wagner.com,620.82,21-04-2024,False,True
R283645,Cheque,Megan Sullivan,"Stone, Skinner and Fields",melissaclark@delgado.info,658.11,04-03-2024,False,False
R840015,Cheque,Vicki Wiley,Dyer Group,enguyen@smith.com,110.87,01-10-2024,False,True
R838182,Cheque,Gary Walsh,Martin-Douglas,michaelsmith@rogers.com,343.99,06-02-2024,False,False
R521825,Cheque,Amy Wright MD,"Moore, Reyes and Taylor",xthompson@melendez.com,855.24,28-07-2024,False,False
R678302,Cheque,Mr. Daniel Cook MD,Hawkins PLC,brian80@brown-macdonald.com,147.71,16-07-2024,False,False
R555677,Cheque,Keith Lee,"Holland, Sutton and Abbott",sullivanrobert@richards.com,776.42,12-04-2024,False,False
R821470,Cheque,Terry Bonilla,"Boyle, Walls and Kim",bauerjoyce@watson.com,406.5,24-05-2024,False,False
R250542,Cheque,Susan Smith,Prince Ltd,ericwagner@hayes-estes.info,655.46,28-03-2024,False,False
R280738,Cheque,Sarah Alexander,"Martin, Mcdaniel and Cain",melvin81@reed.com,767.21,14-08-2024,False,False
R798344,Cheque,Darryl Martinez,Wilkinson Ltd,qbanks@scott.net,214.07,19-07-2024,False,False
R817906,Cheque,Randy Hunt,Adams Group,smithlaura@hubbard-aguirre.com,232.91,30-06-2024,False,False
R781200,Cheque,Joseph Terry,Lewis-Aguilar,lsandoval@willis.org,384.79,11-04-2024,True,False
R861974,Cheque,Michael Scott,Koch Group,zpetty@wilson.com,925.79,21-02-2024,False,False
R160194,Cheque,Thomas Rivera,Martinez LLC,brandievans@jones.com,589.24,12-04-2024,False,False
R790840,Cheque,Sean Cabrera,Turner PLC,wesley49@harrington.biz,548.85,30-09-2024,True,False
R545554,Cheque,David Robinson,"Allen, Barber and Taylor",bsmith@smith-rodriguez.com,513.92,11-05-2024,False,False
R654908,Cheque,Jesse Torres,Christian-Wood,denisegreen@schaefer-thomas.com,602.62,10-07-2024,False,False
R739923,Cheque,Brent Orr,Holder-Villegas,njohnson@jacobs.com,510.3,03-03-2024,False,True
R378739,Cheque,Michelle Mckinney,Wood-Willis,ericreyes@torres.org,453.67,29-04-2024,False,False
R147835,Cheque,Michael Ruiz,Vang-Marshall,bballard@wilson.net,577.36,30-09-2024,True,False
R513547,Cheque,Jim Pierce,Hansen-Warren,john49@bass.org,817.86,22-03-2024,False,False
R336452,Cheque,Susan Jones,"Stephenson, Wood and Fox",joanna43@gray.info,182.22,27-05-2024,False,True
R614519,Cheque,Timothy Watson,Jones Inc,kaitlynvega@scott.com,200.96,04-02-2024,False,False
R540450,Cheque,Russell Mcintyre,Martinez-Jones,roger91@larson.com,791.55,18-06-2024,False,False
R162320,Cheque,Cathy Phillips,"Patterson, Castaneda and Ross",garyrobinson@hicks.com,219.59,25-01-2024,True,True
R809392,Cheque,John Smith,Gay and Sons,mayjoshua@hartman.com,970.4,02-02-2024,True,False
R600424,Cheque,Linda Mccall,Madden LLC,taylordarrell@young.com,29.64,29-04-2024,False,True
R177765,Cheque,Jacob Morales,"Washington, Noble and Hanson",russellhaley@vargas.com,715.42,26-08-2024,True,False
R960360,Cheque,John Henry,"Baxter, Davies and Shepherd",zwade@farley.com,654.51,26-05-2024,False,False
R666288,Cheque,Larry Mccann,Lang-Smith,browningshannon@rodriguez.com,492.7,27-02-2024,False,False
R87855,Cheque,Ms. Denise Moore,Webb Inc,karenblack@chen-anderson.biz,363.14,29-07-2024,False,False
R527466,Cheque,Patrick Nguyen,Sutton-Golden,cbrown@salazar.com,150.32,04-03-2024,False,True
R610124,Cheque,Damon Fisher,"Hopkins, Mosley and Scott",jacobcurtis@rhodes-berger.com,859.27,04-04-2024,False,False
R784715,Cheque,Kevin Hall,Marquez Inc,shannonlewis@gilmore.info,35.41,29-08-2024,False,False
R677611,Cheque,Eric Jones,Ray Inc,robert68@rhodes-mcdowell.com,55.16,11-09-2024,False,False
R500442,Cheque,Bradley Sullivan,Woods-Sanford,brittany27@jones.org,323.58,03-04-2024,False,True
R721368,Cheque,James Romero,"Howard, Stout and Sanchez",carl75@williams-james.com,155.34,16-08-2024,False,False
R782847,Cheque,Crystal Baker,Owens-Williams,swinters@gonzalez.com,407.44,25-06-2024,False,True
R724907,Cheque,Jennifer Neal,Haynes-Fitzgerald,jesseleblanc@clark.com,369.35,15-07-2024,True,False
R818235,Cheque,Damon Boyd,Lucas-Hoffman,ianward@allen.net,637.33,09-01-2024,False,False
R649314,Cheque,Vicki Baker,Maxwell-Gonzales,owensmargaret@mitchell-richardson.net,428.32,23-01-2024,False,True
R741133,Cheque,Ashley Thompson,Bolton Inc,nbond@michael.com,643.85,22-09-2024,True,False
R364688,Cheque,Michelle Bruce,Wolfe LLC,dmartinez@gray.com,870.58,24-08-2024,False,False
R253726,Cheque,Brandon Allen,Torres-Walton,nharris@ruiz.net,284.86,26-01-2024,True,False
R342159,Cheque,Clinton Hughes,Brown Ltd,pjohnson@zuniga.net,854.57,15-02-2024,False,False
R979289,Cheque,Denise Wade,Curtis-Mendoza,pamela10@ryan.com,139.82,05-01-2024,False,False
R863923,Cheque,Hannah Miller,Rodriguez LLC,todd09@wright-duncan.com,55.59,11-02-2024,False,False
R7812,Cheque,Ian Wilson,Hubbard Inc,jean62@roberts.com,56.88,09-04-2024,False,False
R286680,Cheque,Robert Vaughn,Jenkins and Sons,elliskenneth@harmon.com,13.0,15-02-2024,False,False
R918773,Cheque,Daniel Campos,"Murphy, Rodriguez and Rios",richard01@carlson.biz,639.08,11-03-2024,False,False
R33266,Cheque,Andrew Rios,"Manning, Lewis and Watson",gail22@harmon.com,210.38,24-06-2024,False,False
R822459,Cheque,Susan Rivera,Patel Group,christina46@young.com,277.22,27-01-2024,True,False
R893541,Cheque,Joseph Waters,"Howell, Berry and Wright",nbarnes@rodriguez-soto.org,574.36,15-02-2024,False,False
