receipt_number,transaction_type,client_name,vendor_name,vendor_email,amount,date,is_exception,is_paper
R198503,Card,Joseph Smith,"Thompson, Garcia and Whitehead",mbradley@phillips.com,91.51,2024-08-10,False,True
R486079,Card,Angela Hammond,Wilson-Anderson,teresa52@horton.com,557.05,2024-04-17,False,False
R872790,Card,Aaron Burns,Brooks LLC,vasquezchristopher@santiago.com,103.19,2024-03-28,False,False
R273056,Card,Jaime Bryant,Johnson and Sons,tskinner@rodriguez.com,878.74,2024-08-10,False,False
R952710,Cheque,Bryan Petersen,Ryan-Love,ashley96@robinson.net,212.92,2024-08-14,False,False
R742292,Cheque,Julia Olson MD,"White, Jackson and Singh",phernandez@jones-cannon.com,162.58,2024-01-07,False,False
R968043,Card,Thomas Marshall,Moran and Sons,saracohen@huerta.org,179.68,2024-08-28,False,False
R332560,Cheque,Mark Strong,Jones LLC,jadams@roman.com,609.27,2024-04-27,False,False
R737836,Cheque,Marissa Hernandez,Orozco-Stephens,xwilson@rodriguez-smith.com,915.5,2024-04-24,False,False
R232769,Cheque,Amanda Gould,Jimenez-Edwards,ojackson@carter.com,198.33,2024-06-08,False,False
R916861,Cheque,Jay Friedman,"Lewis, Robertson and Hines",stephensnichole@bauer-walker.org,549.08,2024-05-18,False,False
R256533,Card,Haley Cooper,Johnson Inc,thomasronald@harmon-white.biz,22.94,2024-04-19,False,False
R731827,Card,David Schmidt,"Davis, Owens and Williams",ryoung@williamson-ferguson.biz,167.68,2024-09-30,False,False
R629855,Card,Jessica Jackson,"Taylor, Arias and Sanders",pattersonshari@parker.org,428.71,2024-05-04,False,False
R828899,Cheque,Barbara Miles,"Henry, Hill and Johnson",serranorichard@sanchez.info,615.37,2024-01-07,False,False
R146825,Card,Patricia Wang,"Hansen, Guzman and Key",ipeterson@mitchell.com,872.04,2024-02-25,False,False
R792760,Card,Caleb White,Jefferson and Sons,jamieanderson@mendoza.info,368.13,2024-04-02,True,False
R428301,Card,Benjamin Ryan,Campbell-Anderson,jonesthomas@richardson-lee.biz,16.11,2024-01-19,True,False
R449583,Cheque,Kathy Garcia,Caldwell-Horton,christy23@armstrong-andrews.com,130.7,2024-04-05,False,True
R448163,Cheque,Amanda Bryant PhD,"Meza, Parker and Thompson",shepherdjoshua@lopez.com,949.06,2024-01-29,False,False
R178859,Cheque,Kristin Nelson,"Fitzgerald, Smith and Davis",richmondmark@gardner.com,431.52,2024-01-10,False,False
R695132,Cheque,Dr. Kevin Gross,Moore Ltd,lmccoy@brady.biz,802.56,2024-08-30,False,False
R196806,Card,Michael Galvan,Kennedy Ltd,sarahpayne@nguyen-rodriguez.com,259.6,2024-10-02,False,False
R319079,Cheque,Rebecca Osborne DDS,Green Inc,mark41@ferguson-gonzales.net,833.39,2024-06-15,False,False
R284154,Cheque,James Wilson,Fuentes-Carroll,dhouston@weaver.org,717.2,2024-07-25,True,False
R183196,Card,Douglas Newton,Robinson LLC,natalieali@bowen-herrera.com,70.84,2024-03-23,False,False
R139728,Card,Mark Phillips,Flores-Johnson,cheyenne03@taylor.com,712.7,2024-03-11,False,False
R922679,Card,Christopher Dominguez,Carter-Camacho,rodneygonzalez@bentley.net,782.95,2024-08-06,False,True
R63829,Card,April Owens,Trujillo-Campbell,daniel91@lane-myers.com,356.88,2024-02-08,False,False
R743559,Card,Douglas Martin,"Atkinson, Boyer and Koch",gerald60@wolf-scott.com,991.85,2024-07-06,True,False
R787294,Card,Dawn Parker,Mosley-Watkins,nvaldez@martinez.biz,811.52,2024-08-15,False,False
R42528,Card,Ralph Ramirez,Sexton Ltd,torresrichard@fisher-smith.org,451.21,2024-06-10,False,True
R811134,Cheque,Adam White,"Wells, Ellis and Potter",watsonlisa@nolan-walker.org,374.71,2024-01-26,False,False
R107243,Cheque,Catherine Collins,"Taylor, Williams and Thomas",johnsonbrittany@bridges.com,248.01,2024-10-02,True,False
R695617,Cheque,Debbie Richardson,Bishop PLC,harrisonjohn@brown.com,545.36,2024-01-10,False,False
R872440,Card,Dylan Carey,Hurst-Fisher,alexandragreen@jackson.com,206.65,2024-08-01,False,True
R554915,Card,Stacey Robinson,Davis-Murphy,gaguirre@elliott.net,223.31,2024-08-16,False,False
R990455,Cheque,Jenny Torres,Ramos and Sons,hbell@sosa.com,104.26,2024-06-16,False,False
R970331,Card,James Foley,Holloway PLC,kristahouston@hines-gross.com,459.43,2024-05-08,False,False
R354624,Cheque,Parker Soto,Harris PLC,martin91@mueller.org,235.77,2024-09-04,False,True
R189265,Cheque,Andrea Bradley,Nunez PLC,megan03@madden-johnson.net,199.77,2024-09-14,False,False
R331863,Card,Matthew Bradley,Neal Ltd,ktran@miles-moreno.com,194.7,2024-02-16,False,True
R581167,Card,James Carlson,James-Parker,evancooper@grant-massey.com,208.55,2024-04-03,False,False
R933066,Card,Jonathan Anderson,Johnson-Bailey,brucewhite@greer-johnson.info,943.73,2024-05-14,False,False
R640745,Cheque,Alicia Reed,"Davenport, Collins and Young",piercepaul@williams.biz,407.33,2024-06-01,False,True
R133240,Card,Kristen Roberts,Curtis Ltd,michael61@hall.com,657.8,2024-02-22,False,False
R704414,Card,Gabriel Jones,Barnett and Sons,xhammond@jones-miller.com,755.95,2024-08-19,False,False
R251606,Card,Kenneth Mitchell,Brown-Welch,scott87@wells.com,607.89,2024-09-24,False,False
R621585,Card,Laurie Bowman,"Hart, Gray and Chambers",zlee@love-curry.biz,662.31,2024-03-17,False,False
R151858,Card,Jessica Morales,"Walsh, Bartlett and Weber",bhall@kennedy.com,681.49,2024-04-20,True,False
R197161,Cheque,Mr. John Smith PhD,"Kennedy, Simpson and King",nbrown@mason.com,988.51,2024-09-19,False,False
R602223,Card,Vickie Gilbert,"Riggs, Steele and Miller",matthew51@williams.biz,274.72,2024-07-22,False,True
R625672,Card,Matthew Vasquez,"Andrews, Jensen and Davis",fknight@cook.com,604.03,2024-05-01,False,False
R149898,Cheque,Gerald Glenn,Oneal-Adams,ashleyroth@garrett.net,720.03,2024-01-28,False,False
R482571,Cheque,Matthew Rogers,"Parsons, Callahan and Davis",rclark@drake.biz,141.49,2024-06-11,False,False
R199764,Cheque,Joshua Jensen MD,"Anderson, Frost and Norris",frankandrew@taylor.com,929.9,2024-03-21,False,False
R702110,Cheque,Thomas Smith,Sutton LLC,gillespierobert@griffin.com,482.56,2024-01-16,False,False
R567554,Cheque,Jessica Rodriguez,Carter Group,tduke@wright.com,553.06,2024-01-24,True,True
R872660,Card,Laura Molina,Perry Inc,charlestrevino@joyce.com,946.04,2024-01-20,False,True
R526067,Cheque,Andrea Rodriguez,Gomez-Villanueva,john34@johnson.com,914.92,2024-05-01,False,False
R654840,Cheque,Christopher Bell,Rojas Ltd,brittanyadams@bass.com,861.43,2024-02-06,False,False
R645183,Card,Kimberly Roman,"Cooper, Vincent and Scott",amymorales@thomas.com,19.42,2024-08-06,False,False
R488750,Cheque,Caitlin Washington,"Schaefer, Robinson and Smith",benjamin88@kemp.com,131.86,2024-09-16,False,False
R710942,Card,Brendan Cole,Avery-Young,asummers@avila.info,790.45,2024-03-07,False,False
R640183,Cheque,Noah Benton,Morris-Young,jacksonmonica@gonzalez.biz,77.73,2024-03-16,False,False
R5679,Cheque,Steven Miller,Freeman-Ayers,juliewilson@villa.info,362.85,2024-02-08,False,True
R419599,Cheque,Joshua Sanchez,Koch Group,clairelyons@wolfe.info,350.62,2024-06-09,False,False
R427863,Cheque,Frederick Martinez,"Thomas, Martin and Jenkins",adam85@rodriguez.com,105.31,2024-01-23,False,False
R706927,Card,Nicole Glass,Oconnell PLC,renee72@thornton.com,63.71,2024-09-28,False,False
R414083,Cheque,William Coffey,"Hill, Lewis and Wilson",rebecca06@hobbs-carter.com,732.85,2024-03-11,False,False
R212709,Card,Michael Nelson,"Rodriguez, Mitchell and Taylor",james32@simpson.com,91.86,2024-08-15,True,False
R496423,Cheque,Emily Barajas,Fowler PLC,douglasmiller@cannon.com,738.68,2024-05-05,False,False
R738339,Cheque,Haley Snow,Liu Group,nicole92@landry.com,556.85,2024-07-27,False,False
R946056,Card,John Anderson,"Hammond, Sellers and Foley",maria36@barber.com,61.67,2024-10-03,False,False
R53781,Cheque,Emma Terrell,"Walker, Scott and Acosta",nguyenvicki@miller.com,395.0,2024-05-03,False,True
R391668,Card,Jeffrey Jackson,"Rodriguez, Perez and Davis",william07@williams.com,628.83,2024-04-27,True,True
R199408,Cheque,Cheyenne Smith,Johnson-Bates,robinsonjoseph@lewis-brown.com,416.88,2024-07-02,False,False
R668697,Card,Joshua Hendricks,Garcia PLC,jeremiah29@martin.com,635.16,2024-05-16,True,True
R502132,Card,Paul Martinez,Gonzalez Inc,samuelgarcia@walker.com,819.52,2024-03-19,False,False
R799926,Cheque,Jennifer Bryan,"Pierce, Douglas and Hawkins",carrillobeth@ramirez.com,236.19,2024-04-15,False,False
R88178,Card,Jonathon Martin,Smith Inc,jacobsteele@houston.com,155.53,2024-06-22,False,False
R205858,Cheque,Lindsay Russell,Myers and Sons,molinacolin@miller.com,666.26,2024-05-13,False,False
R451660,Card,Christopher Wagner,Schmidt and Sons,whitakermartha@nelson-gonzales.com,490.88,2024-03-13,False,False
R933978,Cheque,Rebecca Anderson,Ball-Smith,eyoder@collier-horn.com,770.61,2024-07-03,False,False
R50088,Cheque,Elizabeth Blevins,Clark-Miranda,tina60@williams-carson.com,20.45,2024-03-01,False,False
R285449,Cheque,Ronald Cruz,"Mccarthy, Cook and Fuller",gaustin@garcia-murray.biz,481.79,2024-03-25,False,True
R306473,Cheque,Adrian Dunn,Howard-Martin,richard60@malone.com,816.88,2024-06-24,False,False
R253159,Cheque,Michael Riddle,Rodriguez Inc,davispatricia@espinoza.com,832.15,2024-01-12,False,False
R180870,Card,William Roth,"Duffy, Perez and Davis",charles11@davis-stuart.info,963.62,2024-08-14,False,False
R285864,Card,Alyssa Ray,Silva Inc,martinezjohn@nelson-newton.net,945.79,2024-03-18,True,False
R62923,Card,David Green,"Shelton, Duran and Cruz",davidbeard@young.com,23.31,2024-04-05,False,True
R473238,Card,Eric Lucas,Thomas-Thompson,ghernandez@orr.com,679.16,2024-05-23,False,False
R176826,Cheque,Mathew Turner,"Black, Sullivan and Cook",deborahcarter@gibson-blankenship.com,409.0,2024-09-14,False,False
R822139,Card,Jennifer Scott,Jackson-Martin,pbishop@perkins.net,506.37,2024-02-28,False,False
R827875,Cheque,Julie Briggs,Cain LLC,donna23@gonzalez.org,502.62,2024-03-02,False,False
R449180,Card,Laurie Lynch,Smith-May,monica60@garcia-lowery.com,422.51,2024-07-10,False,True
R205873,Cheque,Haley Garner,Oconnell Group,spencernathan@jordan-matthews.com,284.41,2024-06-28,False,False
R961153,Cheque,Denise Bryant,Chen-Elliott,castilloamanda@petersen.com,728.96,2024-09-06,False,False
R240973,Cheque,Jamie Taylor,Greene-Phillips,jefferycunningham@schmitt-cole.com,413.38,2024-08-11,False,False
R390639,Cheque,Jeffrey Clarke,"Huffman, Shepard and Davis",karen65@garcia.com,846.5,2024-04-02,False,False
R732367,Card,Daniel Gomez,"Flores, Soto and Pierce",perezsherri@thomas.com,244.03,2024-09-15,False,True
R232338,Cheque,Sarah Wilson,Velazquez-Johnson,mannnicholas@bell.biz,642.56,2024-07-09,False,False
R38540,Card,John Hill,"Sanford, Butler and Gilmore",jonathan84@boyle.com,645.67,2024-03-31,False,False
R562085,Cheque,Keith Robinson,"Moore, Smith and Gonzalez",millerkari@harper-baker.com,209.42,2024-06-29,False,False
R954785,Card,John Avery,Rodriguez-Cooper,iwilliams@dunlap.net,571.76,2024-02-24,False,False
R30063,Cheque,Stephen Brennan,Barnett-Henry,dennisjacqueline@rice.com,930.7,2024-06-28,True,True
R268401,Cheque,Dr. Kayla Montgomery,Lawrence-Jones,watsonamber@schwartz.com,649.54,2024-03-10,False,False
R522243,Card,Angela Martin,"Hawkins, Little and Simmons",jamie81@diaz-morrison.com,15.4,2024-04-05,False,False
R359442,Card,Adrian Ross,"Meyer, Hines and Stevens",claudia44@cabrera.info,890.9,2024-06-11,True,False
R962330,Cheque,Samantha Holt,Kim-Warren,mitchellbrian@avila.com,93.47,2024-09-27,False,True
R193819,Card,Troy Valencia,Walker-Flores,elizabethfarmer@smith.com,829.79,2024-03-25,True,False
R295199,Card,Deborah Jennings,Cardenas Group,jwood@miller.com,668.61,2024-01-24,False,False
R250924,Cheque,Anthony Porter,"Hunter, Williams and Parker",cyoung@parker.com,336.15,2024-07-10,False,True
R606685,Card,Alicia Mitchell,"Zavala, Munoz and Anderson",jesse46@payne.com,432.64,2024-08-19,False,False
R416634,Card,Mark Torres,Hubbard-Baker,yrush@johnson.biz,820.48,2024-06-20,False,False
R223595,Card,William Bishop,Simpson LLC,shawjason@gardner.com,893.91,2024-08-25,False,False
R6419,Card,Judy Murphy,Thompson Inc,josephwelch@byrd.com,283.07,2024-09-28,False,True
R409357,Card,Darrell Hardin,Walters Inc,elizabeth92@herrera.info,975.16,2024-02-07,False,False
R309520,Card,Kimberly Turner,Henson-Anderson,floydkristen@clark.info,15.57,2024-08-20,False,False
R635215,Cheque,David Contreras,Anderson-Rogers,hphillips@peters.com,302.48,2024-04-11,False,False
R201037,Cheque,Charles Pearson,Mitchell PLC,ryanreed@aguilar.com,29.44,2024-09-21,False,False
R529982,Card,Ashley Andrews,Sims-Johnson,brett63@green.com,17.42,2024-01-28,True,False
R282216,Card,Fred Bishop,Obrien LLC,johncampbell@ward.com,431.6,2024-05-27,False,False
R194696,Card,Kevin Hernandez,Cruz PLC,stevensnyder@murphy.net,309.79,2024-02-03,False,False
R846355,Cheque,Melissa Guerrero,Fletcher Ltd,debbiemorales@peterson.info,313.89,2024-03-05,False,False
R760533,Cheque,Connie Kemp,"Barrett, Clark and Bowers",richardfischer@roy-carey.com,598.24,2024-08-07,False,False
R863677,Card,Heidi Romero,"Jackson, Watson and Mcguire",philipgriffin@brown.biz,611.03,2024-10-01,False,False
R315344,Card,Colton Riley,"Mccann, Mcgee and Duncan",shepherdpeter@good-williams.com,910.52,2024-07-15,False,True
R666937,Card,Amy Glenn,Sanchez-Morris,tylerhall@bradley-richardson.info,839.11,2024-04-29,False,True
R424984,Card,Samantha Bailey,"Garrett, Mcintyre and Graves",petersenleslie@white-deleon.net,338.06,2024-06-04,False,False
R785239,Cheque,Katelyn Pitts,"Long, Wells and Parker",richardsonchristopher@collins.com,188.69,2024-07-17,False,False
R33473,Card,Jeremy Sutton,Simmons-Le,william50@bowen-miller.com,615.57,2024-02-23,False,False
R988128,Cheque,Janet Moore,Parsons-Walsh,johnlong@mullins.com,274.39,2024-08-11,False,False
R352473,Card,Cesar Fernandez,Jacobs Inc,georgeburton@burton.com,944.55,2024-07-21,False,True
R286476,Card,Joseph Dalton,"Ortega, Garcia and Hernandez",chelseawright@wilson.com,337.62,2024-02-09,False,False
R984036,Cheque,Jay Solomon,Ramsey-Rodriguez,emily51@acevedo.com,758.34,2024-09-01,False,False
R400295,Card,Frank Macdonald,Yang Inc,fpowell@wright.com,287.93,2024-06-08,False,False
R214523,Card,Henry Conrad,Smith PLC,wjackson@richardson-taylor.com,175.93,2024-07-08,False,False
R767004,Card,Phillip Jimenez,Strickland-Lewis,jenkinsashley@carrillo.com,293.47,2024-09-16,False,False
R716354,Card,Danielle Greene,Johnson PLC,williamstrong@johnson.org,890.32,2024-01-09,False,True
R988657,Card,Gregory Richardson,Torres-Robbins,meyerhayden@oneill-hurst.com,920.19,2024-09-05,False,False
R69118,Card,Patrick Vargas,White Ltd,cole41@wheeler.com,341.02,2024-04-30,False,False
R488417,Cheque,Kimberly Young,"Hughes, Wilkinson and Allen",christian43@manning-williams.com,121.61,2024-08-30,False,False
R362979,Cheque,Kimberly Stevens,Medina LLC,nwebb@jones-todd.com,344.24,2024-09-10,True,False
R261779,Card,Thomas Villegas,Edwards LLC,austinlee@cunningham.com,270.7,2024-04-29,False,False
R909219,Cheque,Justin Lopez,Ford Group,jessicaortiz@mitchell.com,789.35,2024-02-17,False,False
R871673,Cheque,Melissa Reyes,Mason LLC,mhowell@hayes-robinson.com,308.22,2024-08-05,False,False
R873445,Card,Debra Lowe,Johnson-Stephenson,qritter@phillips.com,745.96,2024-05-18,False,False
R364544,Cheque,Benjamin Wong,Woods PLC,nyoung@cox.com,629.76,2024-01-02,True,False
R153724,Cheque,Candice Rogers,Garcia-Boyd,shawnnguyen@george.com,288.65,2024-03-29,False,False
R559990,Card,Sharon Rice,"Harmon, Stone and Owens",kimwalker@klein.com,130.19,2024-09-21,False,True
R723302,Cheque,David Montgomery,"Davis, Hernandez and Clayton",scarlson@bentley.com,51.55,2024-09-01,False,False
R355958,Card,Jennifer Nguyen,"Turner, Evans and Wilkinson",kathrynsmith@salinas-mullen.com,352.64,2024-08-11,False,False
R504709,Cheque,Michael Morales,Pena Inc,brendanorton@moore.com,686.2,2024-09-29,False,True
R286363,Card,Danielle Gomez,"Dawson, Evans and Stewart",nbarker@kim-mccoy.com,580.29,2024-03-11,False,False
R560827,Cheque,Cory Taylor,"Brewer, Hernandez and Richard",matthew84@bautista-robinson.com,414.86,2024-04-13,False,False
R964326,Card,Eric Burns,Coleman-Herrera,melissa80@cooper.net,628.11,2024-02-14,False,False
R530822,Card,Penny Flores,Warren LLC,bellchase@smith.org,407.54,2024-06-06,True,True
R340701,Card,Benjamin Paul,"Thompson, Swanson and Bowman",charles39@acevedo-chen.biz,831.42,2024-05-17,False,True
R215075,Card,Brittany Miller,Miller-Bass,steven96@curtis-lowe.com,607.64,2024-01-19,False,False
R550074,Cheque,Thomas Terry,"Hurst, Ramos and Barrett",qrodriguez@logan-anderson.com,580.43,2024-09-08,False,False
R641466,Cheque,Michael Pena,Miller-Montgomery,marshallbrian@roberson.biz,61.03,2024-03-25,False,False
R437106,Card,Charles Diaz,"Brooks, Chang and Miller",christopher93@miller-thomas.com,775.4,2024-04-13,False,False
R173918,Card,Hannah White,Hicks LLC,thoward@sellers-kelly.biz,110.03,2024-08-20,False,False
R650650,Card,Beth Sanford,Anderson-Anderson,taylordavis@crawford-miller.net,456.72,2024-07-19,False,False
R103295,Card,Robert Warner,Kelly-Collins,margaret69@johnson-mayer.com,719.07,2024-04-06,False,False
R522619,Cheque,Nichole Hunt MD,"Myers, Hartman and Campbell",amanda65@wells-mathews.com,479.17,2024-01-20,False,False
R961831,Cheque,Travis Sampson,Johnson-Burns,aliciajackson@morris.com,484.89,2024-08-27,False,False
R102480,Card,Stacey Gutierrez,Alvarado-Gonzalez,morenosarah@pearson.net,587.14,2024-04-18,False,False
R508973,Cheque,Meghan Jimenez,"Matthews, Smith and Bailey",ryan10@hill-short.com,480.55,2024-08-05,False,False
R857800,Cheque,Frank Gordon,"Pham, Jackson and Cook",nicholasclark@hernandez.com,107.63,2024-09-11,False,False
R189777,Card,Samantha Wiley MD,Sloan LLC,cooperdawn@kim.com,494.66,2024-07-31,False,False
R198,Card,Richard Garcia,Thompson and Sons,jaclyn11@smith.com,495.98,2024-03-12,False,False
R403356,Cheque,Christopher Curry,"Flores, Rivas and Taylor",ryandebra@martin-hammond.info,639.09,2024-02-21,False,False
R116325,Card,Micheal Quinn,"Griffin, Johnson and Rivera",murphyalexander@martin.com,927.79,2024-08-20,False,False
R12014,Card,Patricia Morris,Ortiz-Farmer,ebarker@aguilar.com,917.77,2024-05-02,False,False
R680373,Cheque,Shelly Dixon,"Foster, Allen and Marks",uhall@lopez.com,197.79,2024-07-29,False,False
R29281,Cheque,Christina Chapman,Rodriguez Ltd,timothy53@torres.net,633.61,2024-07-11,False,True
R949008,Cheque,Robert Medina,Coleman and Sons,linda24@johnson.com,892.25,2024-05-18,False,False
R815980,Cheque,Jennifer Rivera,"Hudson, Blair and Larson",woodvickie@schultz.net,549.26,2024-09-14,False,False
R678696,Card,Kristen Ritter,Hill-Wolfe,parkerallen@thompson.info,181.73,2024-09-27,False,False
R427064,Cheque,Cassandra Palmer,Lewis-White,abigail80@brown-lee.com,963.83,2024-09-02,False,True
R927445,Cheque,John Johnson,Davis-Keller,williammontoya@wright-santiago.com,899.02,2024-06-11,False,True
R13788,Card,James Jackson,Escobar PLC,cgordon@ellis.com,50.59,2024-06-04,False,False
R313060,Card,Becky Howard,James Ltd,kimvirginia@harrison.net,341.31,2024-03-02,False,False
R966772,Card,Penny Palmer,Cruz-Cunningham,rbanks@ramirez.com,624.93,2024-09-13,False,False
R55062,Cheque,Katrina Larsen,Duffy LLC,antonionguyen@martin-thomas.com,694.22,2024-08-28,False,False
R754402,Card,Samantha Gilbert,"Fowler, Delgado and Ramirez",christopher24@hansen-bonilla.biz,440.69,2024-08-27,False,False
R482526,Cheque,Denise Evans,Sheppard-Leonard,amandawebb@dennis.com,140.7,2024-05-17,False,True
R447576,Card,Anne Rivers,Nguyen LLC,gardnerjacqueline@miller.com,56.91,2024-06-14,False,False
R244082,Cheque,Keith Johnson,"Allen, Lowe and Carr",cindyrichards@harris.biz,24.64,2024-03-03,False,False
R462270,Card,Robert Adams,"Mitchell, Reynolds and Navarro",annetteguerra@adams-shepherd.info,18.27,2024-02-04,True,True
R870061,Card,Rachel Moyer,Zuniga-Montgomery,jeremyclark@davis.com,576.42,2024-03-16,False,True
R273563,Card,Terry Jones,"Smith, Williams and Glenn",gjordan@ford-taylor.org,697.21,2024-05-04,True,False
R863102,Cheque,Kristine Bruce,Dawson-Krause,rhunt@adams.biz,400.92,2024-06-13,False,True
R905609,Card,Jennifer Duncan,Burton-Mitchell,kendrachavez@harper.com,18.63,2024-02-24,False,False
R490332,Card,William Burgess,Andrews-Richardson,nicolewalton@hill-barnett.com,322.28,2024-08-29,False,False
R8703,Cheque,Lauren Mcneil,Jackson Inc,mmitchell@rodriguez.com,715.0,2024-04-27,False,False
R700819,Cheque,Maureen Scott,"Montoya, Rivera and Huang",wellselizabeth@alexander.biz,652.64,2024-05-10,False,True
R577844,Card,Jessica Roman,Jackson-Miller,samuellucero@pope.net,401.51,2024-03-31,True,False
R490,Card,Donald Turner,"Gomez, Pittman and Olsen",justinhall@avila-andrews.com,364.38,2024-05-12,True,False
R655040,Cheque,Kathleen Campbell,Hunter Group,jwilliams@lee.com,811.63,2024-05-13,False,False
R608501,Cheque,Charles Avery,Gates PLC,lerickson@marshall.net,218.46,2024-06-26,False,False
R619459,Card,Trevor Young,Sims Ltd,laurenanthony@spears.com,389.46,2024-06-21,True,False
R432943,Card,Ronald Powell,"Mendez, Bush and Owens",jennifer56@morales.com,766.64,2024-08-01,False,False
R238554,Cheque,Debbie Jenkins,"Frost, Clark and Keith",nelsondarlene@taylor.com,900.43,2024-08-16,False,False
R684167,Card,Debra Grant,Wright-Brennan,adrian22@burgess-johnson.com,222.56,2024-07-07,False,True
R909335,Card,Linda Murphy,Anthony-Alexander,john44@rogers.org,984.83,2024-03-06,False,False
R477923,Cheque,William Parker,Nguyen Group,martinjanet@gibbs.com,212.66,2024-09-29,True,False
R469581,Cheque,David Griffith,"Hughes, Skinner and Kennedy",gkeller@estes.com,120.8,2024-09-17,False,False
R566067,Cheque,Jasmine Williams,Greer-Hull,nicholas82@mason-williams.com,270.79,2024-04-05,False,False
R618583,Card,Annette Frost,Lewis-Ryan,rbennett@patterson.com,525.01,2024-03-16,False,False
R715142,Cheque,Matthew Lawson,"Bennett, Crawford and Warren",jerome88@graham.com,52.3,2024-02-20,False,False
R916623,Card,Oscar Kramer,"Moore, Lopez and Yates",caroline86@camacho-smith.com,40.53,2024-07-27,False,True
R338583,Card,Jessica Casey,Reyes-Young,butlermatthew@cox.com,851.35,2024-07-24,False,False
R396177,Cheque,Carla Boyd,Maxwell-Johnson,brooksmarcus@jones.org,236.76,2024-03-15,False,False
R244602,Card,Russell Cooper MD,"Nichols, Anderson and Little",shawnacox@alvarez.net,627.97,2024-03-13,False,False
R395157,Cheque,Cheryl Hicks,"Pham, Harrell and Shannon",wallacenicole@phillips.com,480.8,2024-04-11,True,False
R388390,Cheque,Michael Martin,Alvarez LLC,cfowler@bryant.net,846.1,2024-02-16,False,True
R431239,Cheque,James Rogers,Nguyen and Sons,kaitlyn87@edwards.com,992.61,2024-08-28,False,True
R94719,Card,Rhonda Collins,"Schmidt, Day and Christensen",gomezrobert@smith.com,589.46,2024-08-25,False,False
R351826,Cheque,Jodi Gross,Acevedo-Perez,jamiebaker@cline-rowland.biz,436.64,2024-01-14,False,False
R42250,Cheque,Jessica Garcia,"Hudson, Lewis and Hines",matthew10@barber-powers.com,351.25,2024-07-24,False,False
R488860,Cheque,Theodore Marsh,Rogers Group,yhenderson@david.net,664.75,2024-02-25,False,False
R284190,Card,Mr. Timothy Hughes,Johnson PLC,jabbott@oconnell-valenzuela.com,434.27,2024-08-23,False,False
R968481,Cheque,Megan Williams,"Williams, Murray and Mills",matthew55@gomez-velez.com,238.69,2024-01-27,True,False
R608913,Cheque,Edgar Reese,"Wilson, Garcia and Taylor",xmcdonald@rodriguez.com,177.44,2024-09-25,False,False
R921844,Cheque,Jon King,Freeman-Wells,christopher14@wilson.com,744.33,2024-04-30,False,False
R770740,Card,Ms. Brianna Richardson,Schultz-Rodriguez,ruben74@lee.com,604.06,2024-09-07,False,False
R821872,Cheque,Olivia Rivers,Riley-Jimenez,cory95@ochoa-smith.info,412.45,2024-08-22,False,True
R139072,Cheque,Natasha Miller,Price-Sampson,vbryant@tucker-wood.com,805.73,2024-03-27,False,False
R536947,Card,Todd Solis,"Barnes, Davis and Boyd",brandimccarthy@rodriguez.com,768.07,2024-07-02,False,False
R25555,Card,Michael Hansen,Thompson-Copeland,yangamy@davis.com,606.73,2024-06-24,False,False
R29130,Card,Stacey Fuller,"Evans, Collier and Delacruz",bartlettkendra@hall.com,149.82,2024-08-24,False,False
R919782,Cheque,Sarah Hawkins,"Walker, Wall and Montes",marckelley@valenzuela.info,632.37,2024-08-27,False,False
R982815,Cheque,Marie Griffin,"Ward, Morris and Quinn",donnaross@juarez-sutton.com,346.44,2024-09-04,False,False
R698104,Cheque,Allen Johnston,Farmer and Sons,teresawalters@larson.org,89.51,2024-06-10,False,False
R112262,Card,Jason Chang,Green-Johnson,ashley64@soto.net,344.62,2024-06-13,False,False
R955356,Card,Sydney Rodriguez,Allison and Sons,dmeadows@schultz.com,966.2,2024-03-22,False,True
R824134,Card,Thomas Morgan,"Berg, Brown and Smith",erikarichardson@torres.com,420.4,2024-02-11,False,False
R240468,Cheque,Anna Smith,"Wilson, Griffith and Haynes",jonathanallen@thomas.biz,302.55,2024-07-09,False,False
R996087,Cheque,Mary Collins,Hill Inc,wyates@davis.com,941.37,2024-09-11,False,False
R7529,Card,Samuel Love,Hall and Sons,kaylahuff@green-blankenship.com,123.27,2024-02-21,True,False
R88902,Card,Derek Pierce,Brown-Benson,roy48@hall.biz,229.42,2024-01-27,False,False
R26967,Cheque,Suzanne Donaldson,Taylor LLC,charris@valentine.com,733.15,2024-03-26,False,True
R463870,Cheque,Edgar Shaffer,Zimmerman-Lucas,bwilliams@le.com,231.79,2024-05-03,True,False
R449194,Cheque,Regina Le,Fisher LLC,xwalsh@powell.com,888.13,2024-02-27,False,False
R638077,Card,Jeremy Gordon,Valdez PLC,nicolecruz@moore-payne.com,580.93,2024-08-09,True,False
R958427,Card,Desiree Fields,Hartman Group,william24@lewis.com,793.45,2024-08-22,False,False
R976904,Cheque,Kelsey Marshall,Burns-Garcia,greencharles@anderson-rodriguez.com,702.18,2024-06-17,False,False
R425868,Card,Mary Soto,Costa LLC,sabrina46@gonzalez.info,423.04,2024-08-06,False,True
R868455,Cheque,Olivia Austin,Castro Inc,kimberly31@harvey.info,218.91,2024-02-23,False,False
R991248,Cheque,Sara Johnson,"Williams, Johnson and Ryan",joshua15@herrera-alexander.info,882.28,2024-06-09,False,False
